19136384,203,"B,B,C,C,B,B,D,E,A,D,A,B,A,D,E,E,E,B,A,B,A,D,B,D,C,C,C,D,B,B,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19126238,202,"B,E,A,A,E,E,C,E,A,E,A,E,C,C,C,B,B,E,A,D,C,D,C,C,B,A,A,A,B,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19101592,203,"D,C,B,A,D,B,B,A,D,D,D,B,A,C,E,A,C,E,B,D,A,D,C,C,E,A,E,D,B,E,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19116446,201,"D,E,C,D,E,E,D,A,D,A,A,B,E,C,B,B,E,C,C,D,D,A,D,B,C,C,E,D,B,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19127437,201,"C,C,E,E,C,E,D,C,E,D,C,D,A,D,C,E,E,D,D,B,C,D,B,A,B,A,A,C,C,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19140845,202,"B,C,B,C,D,B,A,B,E,B,C,D,A,D,A,E,E,A,C,C,B,E,A,D,C,E,E,C,D,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19116125,201,"C,D,E,C,A,E,A,C,B,D,A,E,C,D,C,A,D,B,E,A,E,A,B,E,D,A,C,D,E,D,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19121759,202,"C,C,C,C,D,B,D,A,A,B,C,D,A,B,D,A,C,C,D,C,D,C,C,E,D,C,C,C,B,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19106672,201,"D,C,A,B,C,E,B,B,D,A,A,B,A,B,B,A,D,D,A,D,B,E,C,D,A,E,C,C,A,D,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19102900,201,"C,B,C,E,B,B,D,A,A,D,B,B,A,D,E,D,B,C,B,B,B,E,D,B,D,B,A,D,B,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19138464,202,"C,A,A,E,D,B,C,A,E,D,C,B,C,A,D,E,E,D,D,B,B,D,A,A,B,A,A,C,E,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19105157,201,"E,D,A,C,B,B,C,B,E,B,B,D,A,B,B,E,B,B,D,B,D,C,A,E,C,A,E,C,C,B,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19138044,201,"C,D,C,A,C,E,D,C,A,D,A,E,A,A,A,E,D,B,D,A,A,A,B,E,D,B,C,B,B,D,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19133301,201,"C,C,B,C,D,A,B,A,C,B,D,A,A,A,C,D,E,B,E,B,E,D,E,A,A,B,C,E,B,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19143350,201,"C,E,C,A,E,C,B,A,E,D,A,D,E,B,C,D,B,E,A,D,B,A,D,C,D,B,C,A,B,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19134933,201,"C,D,A,E,D,B,C,A,A,B,D,B,A,D,D,C,A,B,E,D,B,E,D,C,C,D,C,B,E,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19129636,201,"C,A,A,C,E,D,B,A,A,C,D,A,A,B,D,E,E,D,D,B,A,D,E,D,C,A,B,B,C,E,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19115992,203,"A,A,A,C,D,C,B,A,A,E,D,B,C,E,D,E,E,A,C,A,A,D,C,D,E,D,C,B,B,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19118911,202,"B,C,A,E,D,B,D,C,A,B,D,B,A,B,C,A,E,B,A,D,B,E,A,D,A,D,C,B,D,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19108550,201,"C,C,C,A,D,B,D,A,A,D,B,B,A,A,C,D,E,E,C,D,B,D,D,D,D,E,C,D,A,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19116453,203,"B,C,A,C,B,A,B,B,B,D,B,B,A,A,D,A,A,B,D,D,A,A,D,D,A,C,C,D,E,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19144576,203,"D,B,B,C,D,A,B,A,D,B,C,A,E,B,A,C,D,B,E,B,A,E,B,E,B,A,E,B,B,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19116027,201,"C,D,A,E,D,B,E,C,E,B,B,B,D,A,C,E,E,E,C,D,B,D,A,D,C,D,B,C,A,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19112063,201,"A,A,A,B,C,A,C,B,B,B,D,C,A,B,A,B,B,B,B,A,A,B,C,C,D,B,C,B,B,B,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19145228,202,"C,D,A,E,A,A,B,B,A,D,C,D,A,B,C,C,E,D,E,D,B,E,D,D,C,B,D,D,C,D,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19121767,202,"B,C,A,A,B,B,D,A,E,E,A,B,C,B,E,E,A,A,B,B,A,A,D,C,C,C,D,B,A,E,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19110386,201,"C,D,A,E,B,B,A,A,B,B,D,B,A,C,B,E,B,A,E,D,B,D,A,D,C,E,E,C,B,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19115973,202,"C,B,C,C,D,B,A,A,D,D,D,B,A,A,B,D,E,C,B,B,B,E,E,A,C,D,A,E,C,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19107173,204,"C,C,B,C,D,A,C,B,B,D,B,B,D,A,D,D,D,B,A,D,C,B,D,C,D,B,D,D,B,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19135843,202,"B,B,A,E,D,B,C,A,E,D,D,B,A,E,D,E,B,D,C,*,B,D,A,C,D,A,D,E,B,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19125723,201,"D,B,A,D,D,C,D,D,E,B,B,B,A,A,C,E,D,B,D,D,A,D,B,D,C,C,C,B,E,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19112761,202,"C,C,A,C,C,E,B,B,A,C,A,D,A,B,A,E,D,A,E,D,A,E,B,D,A,C,D,E,B,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19103741,202,"C,C,A,A,B,B,B,A,E,C,A,B,A,D,E,E,D,D,C,B,E,D,B,D,C,A,C,E,A,D,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19130437,201,"B,C,C,C,D,D,B,A,E,B,D,B,A,A,C,C,C,E,A,D,B,A,B,C,E,A,E,B,C,B,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19113455,202,"C,D,A,A,B,B,A,A,E,B,D,B,A,B,E,D,D,E,C,C,B,E,B,D,E,D,A,C,D,E,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19129150,204,"C,D,A,C,D,E,B,C,D,C,B,B,C,A,C,E,C,C,D,D,A,B,B,D,C,D,C,D,B,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19129054,202,"C,C,A,C,C,E,D,A,A,D,D,A,A,C,B,D,E,B,B,E,A,E,C,A,E,E,D,B,D,E,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19138708,203,"C,B,A,C,D,A,C,A,D,D,D,B,A,A,C,B,C,B,E,A,A,E,A,C,B,E,B,B,C,E,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19128980,203,"B,C,A,E,D,A,B,A,A,D,D,D,A,D,D,E,B,D,C,A,A,A,C,E,C,B,A,D,B,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19103256,202,"C,E,A,C,D,A,B,D,A,C,A,D,D,E,C,A,C,A,C,D,A,E,E,C,C,D,C,D,D,E,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19141154,201,"D,C,A,C,A,C,A,A,D,D,A,B,A,B,A,E,B,E,A,B,D,E,D,C,B,A,A,E,D,B,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19128022,201,"B,C,A,C,D,D,A,A,A,D,B,B,A,A,C,E,B,B,E,C,A,E,D,E,C,C,E,D,B,E,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19137807,202,"B,E,A,C,E,E,A,C,A,D,C,B,A,A,C,E,B,A,B,C,A,E,D,D,C,D,E,D,B,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19105571,201,"B,D,A,C,B,B,C,A,D,E,B,B,A,B,C,E,D,B,E,D,A,A,C,C,B,A,D,B,A,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19126764,203,"B,D,A,C,A,D,D,A,A,C,A,B,A,B,D,E,C,A,C,D,A,D,C,E,A,D,C,D,B,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19137573,202,"C,E,A,A,C,B,C,B,A,D,E,B,A,B,C,E,B,D,D,D,A,E,C,B,A,D,E,D,D,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19113244,202,"B,C,A,E,D,B,C,B,A,B,A,D,A,B,C,D,B,E,A,C,A,E,A,C,E,D,E,B,B,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19106404,201,"B,A,A,C,B,A,D,C,E,B,A,B,A,A,A,E,E,B,A,B,E,B,B,E,A,A,A,D,C,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19137646,202,"B,D,E,E,D,D,C,A,E,D,A,B,A,D,B,E,E,C,B,B,A,D,B,C,C,D,E,B,A,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19108979,202,"B,B,E,A,B,B,A,A,D,B,A,B,C,B,D,B,E,A,C,D,A,A,C,C,C,D,D,D,D,D,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19137489,202,"B,C,A,A,E,B,C,A,D,B,D,B,A,C,E,A,A,D,E,D,D,D,A,C,E,C,A,C,B,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19117851,202,"B,D,A,A,B,A,C,A,A,D,A,B,A,B,B,B,D,B,B,B,B,E,D,D,B,D,D,D,B,E,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19117781,201,"C,C,A,E,D,A,C,A,E,B,A,B,A,B,E,C,E,D,C,B,B,C,B,A,D,D,A,A,B,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19117356,202,"B,D,A,D,B,B,D,E,A,B,A,B,A,A,E,B,B,B,B,B,A,E,C,D,C,A,C,B,A,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19140070,202,"B,A,A,D,D,B,B,E,A,D,E,B,A,B,E,C,E,A,C,D,A,E,D,E,D,D,C,B,B,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19137672,202,"E,D,A,C,B,E,C,A,A,A,A,B,D,C,E,A,D,C,B,B,A,E,A,B,D,D,C,B,B,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19101019,202,"B,D,A,D,D,B,D,A,B,B,B,E,A,C,D,D,B,B,C,A,A,D,C,D,C,C,B,E,E,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19142270,202,"B,D,A,A,D,B,A,A,E,D,A,B,A,D,E,E,C,C,E,B,A,E,D,D,B,D,E,E,E,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19103206,202,"C,E,A,D,A,A,B,E,B,E,A,B,A,E,C,A,B,E,D,D,B,D,C,A,C,E,B,B,A,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19101350,201,"C,C,A,A,B,E,D,A,E,C,D,B,A,D,E,E,A,C,B,B,A,E,B,C,A,D,C,D,D,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19121260,202,"C,D,C,A,D,B,D,A,C,B,A,D,E,A,A,D,A,C,C,D,A,_,C,C,C,E,E,D,B,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19102684,201,"C,D,A,E,D,D,A,C,C,B,B,B,A,D,D,A,D,C,A,B,D,E,D,C,A,E,D,E,E,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19109896,201,"C,E,B,A,D,B,A,A,E,C,A,B,E,B,B,E,D,B,C,B,A,E,C,C,A,D,B,B,C,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19110054,202,"B,D,A,A,B,B,A,A,E,B,A,B,A,D,*,E,A,C,D,B,B,D,A,B,C,E,D,E,A,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19131671,202,"C,D,A,C,D,E,D,C,A,C,D,E,A,D,E,D,D,C,B,D,A,E,C,A,C,A,E,B,B,D,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19111020,202,"B,D,A,C,B,B,E,A,E,D,D,C,A,B,E,D,A,E,D,D,B,D,E,D,C,C,C,D,D,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19132445,202,"C,E,A,B,D,A,B,A,A,A,D,A,A,B,B,A,C,B,C,A,A,D,B,C,C,D,E,B,B,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19139524,202,"C,C,A,D,A,A,A,D,A,D,C,B,A,D,A,A,B,B,A,C,D,D,C,A,A,E,_,D,D,B,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19103516,201,"B,C,A,C,B,B,D,A,B,D,D,E,A,B,D,C,E,A,B,D,E,C,B,D,E,D,E,D,A,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19114330,201,"B,D,A,B,B,A,D,A,E,B,B,B,E,D,D,C,B,B,C,D,A,E,A,E,A,A,B,A,B,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19106681,201,"C,C,A,E,B,B,D,A,D,D,D,B,A,B,A,D,E,A,B,B,D,E,C,A,E,E,D,E,A,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19117385,202,"D,C,B,A,B,B,E,B,D,C,D,C,B,B,C,B,A,A,B,B,A,D,C,E,D,C,C,B,E,E,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
19109122,202,"C,D,C,A,B,E,C,A,C,D,A,B,A,B,E,D,E,B,D,C,D,B,A,D,C,E,C,B,B,C,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_"
